Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,DOLCE GUSTO Càpsules de cafè Cappuccino,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31794/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,DOLCE GUSTO Càpsules de cafè tallat descafeïnat,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86585/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,DOLCE GUSTO Càpsules de cafè amb llet descafeïnat,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29218/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,BONPREU Càpsules de cafè tallat,"2,99 €",16 per paquet,"(0,19 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15518/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,DOLCE GUSTO Càpsules de cafè amb llet intens,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12783/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,CAFE ROYAL Càpsules de cafè amb llet,"3,89 €",0.158kg,"(24,62 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09237/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cafè en càpsules,Amb llet,-,DOLCE GUSTO Càpsules de cafè amb llet,"7,79 €",30 per paquet,"(0,26 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/49644/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata en pols,-,VALOR Cacau pur en pols desgreixat,"3,82 €",0.25kg,"(15,28 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80551/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata en pols,-,TORRAS Xocolata desfeta en pols,"1,99 €",0.36kg,"(5,53 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/25543/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata en pols,-,BONPREU Preparat alimentari de cacau en pols,"0,69 €",0.18kg,"(3,83 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/16665/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata en pols,-,TORRAS Xocolata en pols sense sucre,"1,99 €",0.18kg,"(11,06 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/82306/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata en pols,-,PALADIN Xocolata desfeta,"2,49 €",0.34kg,"(7,32 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15731/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata líquida,-,RAM Xocolata líquida UHT,"1,95 €",1L,"(1,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/20795/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Xocolata líquida,-,TORRAS Xocolata per a fondue 72%,"2,85 €",0.22kg,"(12,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37338/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"7,29 €",1.2kg,"(6,07 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/13747/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"12,95 €",2.7kg,"(4,80 € per quilo)",SI,"Abans 13,95€",https://www.compraonline.bonpreuesclat.cat/products/80865/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau soluble,"3,79 €",0.78kg,"(4,86 € per quilo)",SI,"Abans 4,29€",https://www.compraonline.bonpreuesclat.cat/products/21205/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,VALOR Cacau soluble,"3,99 €",0.3kg,"(13,30 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/47385/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau soluble,"2,38 €",0.39kg,"(6,10 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00635/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"2,99 €",0.383kg,"(7,81 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00633/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau soluble,"5,52 €",1.2kg,"(4,60 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63124/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"4,99 €",0.76kg,"(6,57 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04215/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,BONPREU Preparat soluble a base de cacau,"1,81 €",0.5kg,"(3,62 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09063/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau soluble,"12,60 €",3kg,"(4,20 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/60817/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble 0% sucres afegits,"3,20 €",0.35kg,"(9,14 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/43900/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols 0% sucre amb fibra,"3,45 €",0.3kg,"(11,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09265/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"4,77 €",0.75kg,"(6,36 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86145/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,ALTERNATIVA3 Cacau Instant ecològic,"2,99 €",0.25kg,"(11,96 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/65921/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols,"1,65 €",6 per paquet,"(0,28 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80745/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau amb sucre morè de canya integral,"1,65 €",0.168kg,"(9,82 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/45860/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble Mocca,"3,49 €",0.27kg,"(12,93 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/53262/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble en pols 0% sucre,"3,49 €",0.3kg,"(11,63 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04526/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,NESQUIK Cacau soluble intens 70%,"3,99 €",0.3kg,"(13,30 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84844/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau soluble,-,COLA CAO Cacau soluble 0% sucres afegits,"4,99 €",0.5kg,"(9,98 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22987/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de xocolata i avellanes,"2,59 €",0.32kg,"(8,09 € per quilo)",SI,"Abans 2,85€",https://www.compraonline.bonpreuesclat.cat/products/57036/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema cacau amb avellanes per untar,"4,40 €",0.62kg,"(7,10 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07593/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NUTELLA Crema de cacau-avellanes per untar,"2,75 €",0.35kg,"(7,86 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/56981/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NUTELLA Crema cacau i avellanes per untar,"4,95 €",0.75kg,"(6,60 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66446/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NUTELLA Crema de cacau amb avellanes per untar,"6,60 €",1kg,"(6,60 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05954/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NUTELLA Crema cacau amb avellanes per untar,"2,05 €",0.2kg,"(10,25 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06957/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Doble crema al cacau per untar,"4,40 €",0.62kg,"(7,10 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66285/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,BONPREU Crema cacau amb avellanes,"1,59 €",0.5kg,"(3,18 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27180/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau amb avellanes,"1,95 €",0.19kg,"(10,26 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37894/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau per untar 0%,"2,49 €",0.18kg,"(13,83 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/25138/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau per untar,"2,85 €",0.38kg,"(7,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37927/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau per untar,"2,85 €",0.38kg,"(7,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37928/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau per untar,"1,95 €",0.19kg,"(10,26 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37909/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Batut de cacau,"1,00 €",0.2L,"(5,00 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15309/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,BONPREU Crema de cacau i avellanes,"1,45 €",0.21kg,"(6,90 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/76712/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema de cacau Duo 0%,"2,49 €",0.18kg,"(13,83 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22992/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,TORRAS Crema de cacau i avellanes ecològica,"3,39 €",0.2kg,"(16,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/08808/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,PROZIS Crema de xocolata i avellanes,"3,99 €",0.2kg,"(19,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/50057/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cremes de cacau per untar,-,NOCILLA Crema cacau amb avellanes per untar,"5,99 €",0.9kg,"(6,66 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84670/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Cacau en càpsules,-,DOLCE GUSTO Càpsules xocolata Nesquik,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86721/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Altres cremes per untar,-,NOCILLA Crema de llet amb avellanes per untar,"1,85 €",0.18kg,"(10,28 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/26967/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Altres cremes per untar,-,NOCCIOLATA Crema de cacau sense gluten,"3,99 €",0.27kg,"(14,78 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/33066/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Altres cremes per untar,-,LA LECHERA Dolç de llet,"1,95 €",0.397kg,"(4,91 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63087/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Cacau,Altres cremes per untar,-,CAPITAN MANI Crema de cacauet per untar,"2,95 €",0.34kg,"(8,68 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81002/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,BONPREU Te verd,"0,65 €",20 per paquet,"(0,03 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87714/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te verd,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/67545/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,BONPREU Te vermell,"0,80 €",20 per paquet,"(0,04 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87715/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,LIPTON Infusió Morocco de menta i canyella,"2,59 €",20 per paquet,"(0,13 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/85986/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,LIPTON Te Fruites del Bosc,"2,59 €",20 per paquet,"(0,13 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81070/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te chai,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15460/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te vermell,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80829/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,BONPREU Te negre,"0,49 €",20 per paquet,"(0,02 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87707/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,TETLEY Te en bossetes,"1,65 €",40 per paquet,"(0,04 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86795/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,PG TIPS Te Negre,"1,73 €",40 per paquet,"(0,04 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81549/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,TWININGS Te English Breakfast en bossetes,"3,10 €",25 per paquet,"(0,12 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59556/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,POMPADOUR Te verd amb matxa,"2,39 €",20 per paquet,"(0,12 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15763/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,TWININGS Te Earl Grey en bossetes,"3,10 €",25 per paquet,"(0,12 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/59553/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te clàssic,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62067/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,TWININGS Te verd amb llimona,"3,10 €",25 per paquet,"(0,12 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/15598/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,EXPRESSATE Te verd Moroccan,"3,65 €",0.1kg,"(36,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/14519/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te verd extra pur,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03914/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,BONPREU Te verd eco,"0,99 €",20 per paquet,"(0,05 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34667/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te curcuma amb te matxa,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/45057/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,HORNIMANS Te de nabius amb hibisc,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/78107/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en bosseta,-,TI ORA Te de fruites,"3,59 €",15 per paquet,"(0,24 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05786/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en càpsules,-,EXPRESSATE Te verd Marrakech en càpsules,"3,49 €",10 per paquet,"(0,35 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80791/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en càpsules,-,EXPRESSATE Te de fruites del bosc en càpsules,"3,49 €",10 per paquet,"(0,35 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80789/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Te en càpsules,-,DOLCE GUSTO Te Marrakesh càpsules,"4,25 €",16 per paquet,"(0,27 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27220/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,BONPREU Camamilla,"0,40 €",20 per paquet,"(0,02 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87716/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,HORNIMANS Camamilla,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62066/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,BONPREU Camamilla amb anís,"0,50 €",20 per paquet,"(0,03 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87720/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,HORNIMANS Camamilla amb anís,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62069/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,FLOR DEL PIRINEO Camamilla,"1,59 €",0.07kg,"(22,71 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/37045/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,HORNIMANS Camamilla amb mel,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/43467/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Camamilla,-,BONPREU Infusió de camamilla ecològica,"1,13 €",20 per paquet,"(0,06 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27697/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Til·la,-,HORNIMANS Til·la,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62065/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Til·la,-,BONPREU Til·la,"0,55 €",20 per paquet,"(0,03 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87718/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,BONPREU Menta i poliol,"0,55 €",20 per paquet,"(0,03 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87717/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,HORNIMANS Menta poliol,"1,63 €",25 per paquet,"(0,07 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/62068/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,FLOR DEL PIRINEO Menta-poliol,"1,35 €",0.08kg,"(16,88 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/36308/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,FLOR DEL PIRINEO Menta piperita,"2,25 €",0.07kg,"(32,14 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/49220/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,BONPREU Menta,"1,25 €",20 per paquet,"(0,06 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31642/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Menta,-,ALMA HOME Infusió de menta ecològica,"4,99 €",15 per paquet,"(0,33 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/69417/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Te SLIM,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/76236/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Infusió Duerme Bien Plus,"2,25 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/52418/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Multinfusió Digestive Plus,"2,25 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22988/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Infusió Infudren,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/68287/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Infusió Valeriana plus 5,"2,25 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86664/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Infusió relaxant,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/83716/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Infusió línia,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28469/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Maria lluïsa,"2,15 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/23940/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Infusió Infulax en bossetes,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04263/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Boldo,"2,15 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29283/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,POMPADOUR Multinfusió Delgaxan Plus,"2,25 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80651/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,HORNIMANS Infusió infuSUEÑOS,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/76158/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions terapèutiques,-,BLEVIT Infusió Son,"7,95 €",0.15kg,"(53,00 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/48696/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions combinades,-,HORNIMANS Infusió de rooibos,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/80844/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions combinades,-,HORNIMANS Infusió de gerds,"2,06 €",20 per paquet,"(0,10 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/83715/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions combinades,-,POMPADOUR Infusió de gingebre i cúrcuma,"2,10 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/16411/details,02/11/2020
Alimentació,"Cafès, cacaus i infusions",Infusions i te,Infusions combinades,-,POMPADOUR Infusió Cua de Cavall Plus,"2,25 €",20 per paquet,"(0,11 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/78773/details,02/11/2020
