Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Begudes,Licors,Aperitiu i vermut,-,-,EL BANDARRA Vermut negre,"9,95 €",1L,"(9,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12822/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MIRÓ Vermut negre reserva,"8,95 €",1L,"(8,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12751/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,FALSET Vermut negre des de 1912,"7,49 €",0.75L,"(9,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/36527/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,CINZANO Aperitiu italià,"5,99 €",6 x 0.1L,"(9,98 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/86873/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,APEROL Aperitiu poc alcohòlic,"11,49 €",0.7L,"(16,41 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58228/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,BOQUETTI Vermut blanc,"2,15 €",1L,"(2,15 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12762/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,ANGOSTURA Aromatitzant,"12,25 €",0.2L,"(61,25 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/87616/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MUSUGORRI Vermut negre,"8,95 €",0.75L,"(11,93 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01351/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,CAMPARI Bitter Campari,"13,60 €",0.7L,"(19,43 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01325/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,MIRÓ Vermut casolà,"6,95 €",1.5L,"(4,63 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/52242/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,YZAGUIRRE Vermut blanc,"6,99 €",1L,"(6,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63283/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,FALSET Vermut blanc Km0,"7,49 €",0.75L,"(9,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/36525/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,EL BANDARRA Vermut blanc,"9,95 €",1L,"(9,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/28595/details,02/11/2020
Begudes,Licors,Aperitiu i vermut,-,-,YZAGUIRRE Vermut vermell reserva,"10,95 €",1L,"(10,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01973/details,02/11/2020
Begudes,Licors,Cremes,-,-,BAILEYS Crema de licor de whisky,"11,99 €",0.7L,"(17,13 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05578/details,02/11/2020
Begudes,Licors,Cremes,-,-,SEGADORS DELTA Crema de licor d'arròs,"7,45 €",0.5L,"(14,90 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/17668/details,02/11/2020
Begudes,Licors,Cremes,-,-,SHANLEY'S Licor de crema de whisky,"4,85 €",0.7L,"(6,93 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/67344/details,02/11/2020
Begudes,Licors,Cremes,-,-,MELODY Licor de crema catalana,"7,95 €",0.7L,"(11,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/22053/details,02/11/2020
Begudes,Licors,Cremes,-,-,DE L'AVIA Crema de licor de ratafia,"7,95 €",0.7L,"(11,36 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13584/details,02/11/2020
Begudes,Licors,Cremes,-,-,LEHMANN Crema d'arròs bomba,"9,95 €",0.7L,"(14,21 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58238/details,02/11/2020
Begudes,Licors,Cremes,-,-,RUAVIEJA Crema d'orujo,"11,09 €",0.7L,"(15,84 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/16616/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY Beguda de soja natural,"1,45 €",1L,"(1,45 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/83713/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY Beguda de soja lleugera,"1,45 €",1L,"(1,45 € per litre)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/82803/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY SOJA Pack beguda de soja 6x1L,"6,53 €",6L,"(1,09 € per litre)",SI,"Abans 8,70€",https://www.compraonline.bonpreuesclat.cat/products/38203/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY SOJA Pack beguda de soja lleugera 6x1L,"6,53 €",6L,"(1,09 € per litre)",SI,"Abans 8,70€",https://www.compraonline.bonpreuesclat.cat/products/38204/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,YOSOY Beguda de soja natural,"1,05 €",1L,"(1,05 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/81488/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,PROVAMEL Beguda de soja,"1,75 €",1L,"(1,75 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/49518/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,PROVAMEL CALCIM Beguda de soja lleugera,"1,79 €",1L,"(1,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/63593/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY Beguda de soja i xocolata,"1,73 €",1L,"(1,73 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38004/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,YOSOY Beguda de soja ecològica,"1,45 €",1L,"(1,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12823/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,ALPRO Beguda de soja sense sucre,"1,55 €",1L,"(1,55 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34088/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,BONPREU Beguda de soja amb calci i vitamines,"0,79 €",1L,"(0,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58212/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,BONPREU Beguda de soja amb cacau UHT,"1,15 €",1L,"(1,15 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11394/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,ALPRO Beguda de cafè amb soja i caramel,"1,49 €",0.2L,"(7,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/50960/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,BONPREU Pack beguda de soja calci i vitamines,"4,74 €",6L,"(0,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/32673/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,YOSOY Pack beguda de soja 6x1L,"6,30 €",6L,"(1,05 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38243/details,02/11/2020
Begudes,Begudes vegetals,Soja,-,-,VIVE SOY Pack beguda de soja i xocolata 6x1L,"10,38 €",6L,"(1,73 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38180/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada ecològica,"1,35 €",1L,"(1,35 € per litre)",SI,"Abans 1,60€",https://www.compraonline.bonpreuesclat.cat/products/07700/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada,"1,40 €",1L,"(1,40 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/27770/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada calcium,"1,45 €",1L,"(1,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/24715/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,SANTIVERI Beguda de civada amb calci,"2,19 €",1L,"(2,19 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/88171/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada amb xocolata,"1,59 €",1L,"(1,59 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/30167/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,GERBLÉ Beguda de civada lleugera,"1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01126/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada,"1,80 €",3 x 0.25L,"(2,40 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09603/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,OATLY Beguda de civada,"1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00785/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,VIVE SOY Beguda de civada,"1,79 €",1L,"(1,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/46878/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada amb xocolata,"2,10 €",3 x 0.25L,"(2,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34637/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,BONPREU Beguda de civada amb calci,"1,15 €",1L,"(1,15 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11516/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,BONPREU Beguda de civada ecològica,"1,39 €",1L,"(1,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/65103/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,SANTAL Beguda civada s/sucre,"1,39 €",1L,"(1,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/57901/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada Barista,"1,60 €",1L,"(1,60 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84794/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,ALPRO Beguda de civada UHT sense sucre,"1,95 €",1L,"(1,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/11699/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Beguda de civada amb nous,"2,20 €",1L,"(2,20 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09906/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,PROVAMEL Beguda de civada ecològica sense sucre,"2,45 €",1L,"(2,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/66714/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,BONPREU Pack beguda de civada amb calci,"6,90 €",6L,"(1,15 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/32701/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,BONPREU Pack beguda de civada ecològica,"8,34 €",6L,"(1,39 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/43737/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Pack beguda de civada 6x1L,"8,40 €",6L,"(1,40 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38278/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,YOSOY Pack beguda de civada amb calci 6x1L,"8,70 €",6L,"(1,45 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38281/details,02/11/2020
Begudes,Begudes vegetals,Civada,-,-,VIVE SOY Pack beguda de civada 6x1L,"10,74 €",6L,"(1,79 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38288/details,02/11/2020
Nadal,Torrons,Ametlles,-,-,TORRONS VICENS Torró dur d'ametlla,"11,30 €",0.5kg,"(22,60 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/31046/details,02/11/2020
Nadal,Torrons,Ametlles,-,-,BONPREU Torró artesà dur d'ametlla,"5,95 €",0.3kg,"(19,83 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07660/details,02/11/2020
Nadal,Torrons,Ametlles,-,-,ALEMANY Torró Dur Imperial,"6,99 €",0.3kg,"(23,30 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/29456/details,02/11/2020
Nadal,Torrons,Ametlles,-,-,VICENS Taula ametlles,"4,50 €",0.2kg,"(22,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38098/details,02/11/2020
Nadal,Torrons,Ametlles,-,-,VICENS Torró s/sucre dur ametlla,"7,75 €",0.25kg,"(31,00 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/38888/details,02/11/2020
Begudes,Begudes vegetals,Altres begudes vegetals,-,-,YOSOY Beguda d'arròs i coco,"1,80 €",1L,"(1,80 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/84622/details,02/11/2020
Begudes,Begudes vegetals,Altres begudes vegetals,-,-,DIET RADISSON Beguda d'espelta ecològica,"2,59 €",1L,"(2,59 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/65432/details,02/11/2020
Begudes,Begudes vegetals,Altres begudes vegetals,-,-,BORGES Beguda d'arròs i nous,"2,42 €",1L,"(2,42 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/34886/details,02/11/2020
Begudes,Begudes vegetals,Altres begudes vegetals,-,-,YOSOY Beguda d'arròs i avellanes,"1,95 €",1L,"(1,95 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04297/details,02/11/2020
Begudes,Begudes vegetals,Altres begudes vegetals,-,-,ALPRO Beguda de coco,"1,99 €",1L,"(1,99 € per litre)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06000/details,02/11/2020
Frescos,Fruites i verdures,Herbes aromàtiques,-,-,LA COLLITA Fonoll safata 700 g.,"2,79 €",0.7kg,"(3,99 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00632/details,02/11/2020
Frescos,Fruites i verdures,Herbes aromàtiques,-,-,LA COLLITA Cibulet fresc Km0 safata 30 gr.,"1,49 €",0.03kg,"(49,67 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13548/details,02/11/2020
Frescos,Fruites i verdures,Herbes aromàtiques,-,-,LA COLLITA Menta fresca Km0 safata 30 gr.,"1,49 €",0.03kg,"(49,67 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13559/details,02/11/2020
Frescos,Fruites i verdures,Herbes aromàtiques,-,-,LA COLLITA Alfàbrega fresca Km0 safata 30 gr.,"1,49 €",0.03kg,"(49,67 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/13550/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,CAMPNATUR Amanida variada Llevant Km0 bossa 120 g.,"1,00 €",0.12kg,"(8,33 € per quilo)",SI,"Lot estalvi a 3,99 euros/lot. Clica aquí",https://www.compraonline.bonpreuesclat.cat/products/02074/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Cor d'enciam romà,"1,39 €",2 per paquet,"(0,70 € per article)",SI,"Abans 1,59€",https://www.compraonline.bonpreuesclat.cat/products/06701/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida tendra,"1,50 €",0.085kg,"(17,65 € per quilo)",SI,"Abans 1,85€",https://www.compraonline.bonpreuesclat.cat/products/03797/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida gourmet original,"1,79 €",0.175kg,"(10,23 € per quilo)",SI,Preu rebaixat,https://www.compraonline.bonpreuesclat.cat/products/42240/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida mezclum,"1,25 €",0.15kg,"(8,33 € per quilo)",SI,"Abans 1,55€",https://www.compraonline.bonpreuesclat.cat/products/37036/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Brots gourmet,"1,79 €",0.1kg,"(17,90 € per quilo)",SI,"Abans 1,95€",https://www.compraonline.bonpreuesclat.cat/products/01187/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Verdures per micro,"1,50 €",0.3kg,"(5,00 € per quilo)",SI,"Abans 1,59€",https://www.compraonline.bonpreuesclat.cat/products/01704/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Brots tendres,"0,89 €",0.07kg,"(12,71 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12889/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Espinacs,"0,95 €",0.3kg,"(3,17 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/35642/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Amanida variada,"0,99 €",0.2kg,"(4,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/35638/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Enciam iceberg,"0,69 €",0.2kg,"(3,45 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12891/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,CAMPNATUR Amanida variada Garbí Km0 bossa 200 g.,"1,59 €",0.2kg,"(7,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/04164/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Amanida 4 estacions,"0,59 €",0.25kg,"(2,36 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/35633/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Amanida gourmet,"0,99 €",0.175kg,"(5,66 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/12887/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Canonges,"0,95 €",0.1kg,"(9,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58584/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,CAMPNATUR Amanida variada Pla Km0 bossa 70 g.,"1,00 €",0.07kg,"(14,29 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/03608/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida de nous i formatge de cabra,"2,95 €",0.18kg,"(16,39 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/32296/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida Cèsar,"2,79 €",0.205kg,"(13,61 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/02083/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida de pasta i ruca,"2,95 €",0.32kg,"(9,22 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01609/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Bledes,"0,99 €",0.3kg,"(3,30 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/58472/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Brots clàssics,"1,89 €",0.1kg,"(18,90 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01929/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Duo de canonge i ruca,"1,85 €",0.1kg,"(18,50 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/06595/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,FLORETTE Amanida Ibèrica,"2,79 €",0.2kg,"(13,95 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01600/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,CAMPNATUR Escarola Km0 bossa 150 gr.,"1,59 €",0.15kg,"(10,60 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/05362/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,CAMPNATUR Bledes Km0 bossa 400 g.,"1,29 €",0.4kg,"(3,23 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/02076/details,02/11/2020
Frescos,Fruites i verdures,Amanides,-,-,LA COLLITA Amanida Cèsar,"1,95 €",0.205kg,"(9,51 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/01007/details,02/11/2020
Frescos,Fruites i verdures,Verdures preparades,-,-,LA COLLITA Herbes pel brou safata 700 g.,"1,29 €",0.7kg,"(1,84 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/09869/details,02/11/2020
Frescos,Fruites i verdures,Verdures preparades,-,-,LA COLLITA Patates Microones bossa 500 g.,"0,99 €",0.5kg,"(1,98 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/07372/details,02/11/2020
Frescos,Fruites i verdures,Verdures preparades,-,-,FLORETTE Verdures per microones,"1,59 €",0.275kg,"(5,78 € per quilo)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/00896/details,02/11/2020
Frescos,Fruites i verdures,Verdures preparades,-,-,HUERCASA Blat de moro al vapor bossa 2 u.,"1,29 €",2 per paquet,"(0,65 € per article)",NO,-,https://www.compraonline.bonpreuesclat.cat/products/39446/details,02/11/2020
