,Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari
5801,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou per fideuada fàcil,"2,69 €",1L,"(2,69 € per litre)"
5802,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou de Nadal,"4,49 €",1L,"(4,49 € per litre)"
5803,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou per paella de peix i marisc,"4,50 €",1L,"(4,50 € per litre)"
5804,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,NASSARI Fumet,"3,95 €",0.9L,"(4,39 € per litre)"
5805,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,ANETO Brou per fideuà amb sofregit,"4,50 €",1L,"(4,50 € per litre)"
5806,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou de pollastre,"1,15 €",0.5L,"(2,30 € per litre)"
5807,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,GALLINA BLANCA Brou de verdures,"1,15 €",0.5L,"(2,30 € per litre)"
5808,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,KNORR Brou de pollastre de l'àvia,"1,29 €",1L,"(1,29 € per litre)"
5809,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous líquids,-,BONPREU Brou de peix per a paella,"1,95 €",1L,"(1,95 € per litre)"
5810,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,ANETO Brou de pollastre ecològic,"4,90 €",1L,"(4,90 € per litre)"
5811,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,BONPREU Brou sabor carn,"0,39 €",0.12kg,"(3,25 € per quilo)"
5812,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,MAGGI Suc per condimentar,"2,35 €",0.1L,"(23,50 € per litre)"
5813,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,AVECREM Condiment alimentari,"0,99 €",0.1kg,"(9,90 € per quilo)"
5814,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,KNORR Brou de carn en pastilles,"1,25 €",16 per paquet,"(0,08 € per article)"
5815,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,VIANDOX Enriquidor sabor carn,"2,79 €",1.6L,"(1,74 € per litre)"
5816,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,BOVRIL Enriquidor per carn,"2,55 €",0.125kg,"(20,40 € per quilo)"
5817,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de carn,-,BONPREU Brou d'escudella ecològic,"3,35 €",1L,"(3,35 € per litre)"
5818,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de peix,-,ANETO Fumet de marisc i peix de roca,"6,65 €",1L,"(6,65 € per litre)"
5819,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de peix,-,KNORR Brou de peix pastilles,"1,55 €",12 per paquet,"(0,13 € per article)"
5820,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de peix,-,BONPREU Brou de peix en pastilles,"0,39 €",12 per paquet,"(0,03 € per article)"
5821,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,AVECREM Brou de pollastre pastilles,"2,85 €",24 per paquet,"(0,12 € per article)"
5822,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,GALLINA BLANCA Brou casolà de pollastre,"3,29 €",2 x 1L,"(1,65 € per litre)"
5823,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,BONPREU Brou de pollastre,"0,39 €",0.12kg,"(3,25 € per quilo)"
5824,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,AGROFRESC Brou de pollastre,"2,59 €",1L,"(2,59 € per litre)"
5825,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,AVECREM Brou de pollastre en pastilles,"1,06 €",8 per paquet,"(0,13 € per article)"
5826,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,KNORR Brou de pollastre,"1,65 €",0.112kg,"(14,73 € per quilo)"
5827,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,AVECREM Brou de pollastre pastilles baix en sal,"1,53 €",10 per paquet,"(0,15 € per article)"
5828,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,AVECREM Brou de pollastre en pastilles,"1,63 €",10 per paquet,"(0,16 € per article)"
5829,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous d'au,-,BONPREU Brou de pollastre ecològic,"3,35 €",1L,"(3,35 € per litre)"
5830,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de verdures,-,KNORR Brou vegetal,"1,25 €",0.12kg,"(10,42 € per quilo)"
5831,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de verdures,-,ANETO Brou ecològic de verdures,"4,90 €",1L,"(4,90 € per litre)"
5832,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de verdures,-,AVECREM Brou de verdures,"0,99 €",8 per paquet,"(0,12 € per article)"
5833,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de verdures,-,BIOGRÁ ECO Brou vegetal Eco.,"1,95 €",6 per paquet,"(0,33 € per article)"
5834,Alimentació,"Sopes, brous, purés cremes i gaspatxos",Sopes i brous,Brous de verdures,-,KNORR Brou de verdures ecològic,"2,60 €",1L,"(2,60 € per litre)"
5835,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de carbassa,"1,89 €",0.5L,"(3,78 € per litre)"
5836,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de l'Alícia,"1,89 €",0.5L,"(3,78 € per litre)"
5837,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de verdures,"1,89 €",0.5L,"(3,78 € per litre)"
5838,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TRAMUNTANA Crema de carbassa,"1,95 €",0.485L,"(4,02 € per litre)"
5839,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de carbassó,"1,89 €",0.5L,"(3,78 € per litre)"
5840,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,AMETLLER Crema de verdures,"1,99 €",0.485L,"(4,10 € per litre)"
5841,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TRAMUNTANA Crema de pastanaga,"1,95 €",0.485L,"(4,02 € per litre)"
5842,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TRAMUNTANA Crema d'espàrrecs amb pernil,"1,99 €",0.485L,"(4,10 € per litre)"
5843,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TRAMUNTANA Crema de pèsols i pernil,"1,95 €",0.485L,"(4,02 € per litre)"
5844,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema vichyssoise,"1,89 €",0.5L,"(3,78 € per litre)"
5845,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de l'hort,"1,89 €",0.5L,"(3,78 € per litre)"
5846,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,FRUITS S&P Crema de carbassó,"2,95 €",0.75L,"(3,93 € per litre)"
5847,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,AMETLLER Crema de carbassa,"1,99 €",0.485L,"(4,10 € per litre)"
5848,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,FRUITS S&P Crema de carbassa,"2,95 €",0.75L,"(3,93 € per litre)"
5849,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,BONPREU Crema de verdures,"1,89 €",0.485L,"(3,90 € per litre)"
5850,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,GALLINA BLANCA Crema casolana de carbassa,"1,89 €",0.5L,"(3,78 € per litre)"
5851,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,AMETLLER Crema Vichyssoise,"2,29 €",0.485L,"(4,72 € per litre)"
5852,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,BONPREU Crema de carbassó,"1,89 €",0.485L,"(3,90 € per litre)"
5853,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema d'espàrrecs,"1,89 €",0.5L,"(3,78 € per litre)"
5854,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,S&P Crema de verdures,"2,95 €",0.75L,"(3,93 € per litre)"
5855,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5856,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,FERRER Vichyssoise,"2,35 €",0.485L,"(4,85 € per litre)"
5857,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,KNORR Crema de llamàntol i escamarlans,"2,83 €",0.5L,"(5,66 € per litre)"
5858,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,GALLINA BLANCA Crema casolana de verdures,"1,89 €",0.5L,"(3,78 € per litre)"
5859,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TERRA I TAST Crema de carbassó,"1,79 €",0.5L,"(3,58 € per litre)"
5860,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,TERRA I TAST Crema de pèsols,"1,79 €",0.5L,"(3,58 € per litre)"
5861,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,GALLINA BLANCA Crema d'espàrrecs amb pernil,"1,89 €",0.5L,"(3,78 € per litre)"
5862,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,"KNORR Crema de pastanaga, patata i carabassa","1,89 €",0.5L,"(3,78 € per litre)"
5863,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,GALLINA BLANCA Crema de xampinyos i pollastre,"1,89 €",0.5L,"(3,78 € per litre)"
5864,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Cremes de verdures,-,AMETLLER Crema de coco i pastanaga,"1,99 €",0.485kg,"(4,10 € per quilo)"
5865,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Purés,-,MAGGI Puré de patata original,"0,99 €",0.05kg,"(19,80 € per quilo)"
5866,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Purés,-,MAGGI Puré de patates,"1,77 €",0.23kg,"(7,70 € per quilo)"
5867,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Purés,-,MAGGI Puré de patates amb llet,"1,79 €",0.23kg,"(7,78 € per quilo)"
5868,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Purés,-,MAGGI Puré de patates sense llet,"2,50 €",0.46kg,"(5,43 € per quilo)"
5869,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Gaspatxos,-,ALVALLE Gaspatxo original,"3,45 €",1L,"(3,45 € per litre)"
5870,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Gaspatxos,-,TERRA I TAST Gaspatxo fresc,"2,99 €",1L,"(2,99 € per litre)"
5871,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Gaspatxos,-,TERRA I TAST Gaspatxo fresc,"1,99 €",0.5L,"(3,98 € per litre)"
5872,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Gaspatxos,-,GARCIA MILLAN Salmorejo fresc,"2,95 €",1L,"(2,95 € per litre)"
5873,Alimentació,"Sopes, brous, purés cremes i gaspatxos","Cremes, purés i gaspatxos",Gaspatxos,-,TERRA I TAST Gaspatxo suau,"2,99 €",1L,"(2,99 € per litre)"
5874,Alimentació,Rebosteria i llaminadures,Postres preparats,Flam,-,ROYAL Preparat per 8 flams,"1,50 €",0.186kg,"(8,06 € per quilo)"
5875,Alimentació,Rebosteria i llaminadures,Postres preparats,Flam,-,MANDARIN Flam clàssic,"1,00 €",0.03kg,"(33,33 € per quilo)"
5876,Alimentació,Rebosteria i llaminadures,Postres preparats,Flam,-,ROYAL Preparat per flam Milka,"1,09 €",0.115kg,"(9,48 € per quilo)"
5877,Alimentació,Rebosteria i llaminadures,Postres preparats,Flam,-,POTAX Preparat per a flam i natilles,"1,00 €",6 x 0.032kg,"(5,21 € per quilo)"
5878,Alimentació,Rebosteria i llaminadures,Postres preparats,Coco,-,FRIT RAVICH Coco ratllat,"0,45 €",0.06kg,"(7,50 € per quilo)"
5879,Alimentació,Rebosteria i llaminadures,Postres preparats,Coco,-,KAIKU BEGETAL Postres de coco natural,"1,79 €",2 x 0.115kg,"(7,78 € per quilo)"
5880,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,DR. OETKER Gelatina a làmines,"1,95 €",12 per paquet,"(0,16 € per article)"
5881,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,ROYAL Gelatina light sabor maduixa,"2,19 €",0.031kg,"(70,65 € per quilo)"
5882,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5883,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5884,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,ROYAL Gelatina light sabor nabius,"2,19 €",0.031kg,"(70,65 € per quilo)"
5885,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,ROYAL Gelatina light sabor llimona,"2,19 €",0.031kg,"(70,65 € per quilo)"
5886,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,ROYAL Gelatina de maduixa,"2,15 €",0.114kg,"(18,86 € per quilo)"
5887,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,ROYAL Gelatina sabor llimona,"2,15 €",0.114kg,"(18,86 € per quilo)"
5888,Alimentació,Rebosteria i llaminadures,Postres preparats,Gelatina,-,GELITA Gelatina Blanca,"2,19 €",50 x 0.02 per paquet,"(2,19 € per article)"
5889,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,ROYAL Preparat per pastís d'Oreo,"3,20 €",0.215kg,"(14,88 € per quilo)"
5890,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,ROYAL Preparat per pastís de formatge,"3,20 €",0.325kg,"(9,85 € per quilo)"
5891,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,ROYAL Preparat per pastís fresc de llimona,"1,19 €",0.103kg,"(11,55 € per quilo)"
5892,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,DR.OETKER Pannacotta amb salsa de gerds,"1,65 €",0.11kg,"(15,00 € per quilo)"
5893,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,MILKA Pastís de xocolata,"3,75 €",0.35kg,"(10,71 € per quilo)"
5894,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,DR. OETKER Preparat per bescuit,"2,79 €",0.34kg,"(8,21 € per quilo)"
5895,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,DR. OETKER Preparat alimentari muntar nata,"1,13 €",0.03kg,"(37,67 € per quilo)"
5896,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,ROYAL Preparat per bescuit,"2,39 €",0.375kg,"(6,37 € per quilo)"
5897,Alimentació,Rebosteria i llaminadures,Postres preparats,"Preparats pastisseria, bescuits",-,GELITA Gelatina Blanca,"2,19 €",50 x 0.02 per paquet,"(2,19 € per article)"
5898,Alimentació,Rebosteria i llaminadures,Postres preparats,Caramel líquid,-,ROYAL Caramel líquid,"2,19 €",0.4kg,"(5,48 € per quilo)"
5899,Alimentació,Rebosteria i llaminadures,Postres preparats,Caramel líquid,-,ROYAL Xarop de xocolata Milka,"2,69 €",0.3kg,"(8,97 € per quilo)"
5900,Alimentació,Rebosteria i llaminadures,Postres preparats,Llevat,-,VAHINE Llevat de forn,"1,49 €",0.018kg,"(82,78 € per quilo)"
5901,Alimentació,Rebosteria i llaminadures,Postres preparats,Llevat,-,LEVANOVA Llevat,"0,34 €",0.05kg,"(6,80 € per quilo)"
5902,Alimentació,Rebosteria i llaminadures,Postres preparats,Llevat,-,CARMENCITA Llevat en pols,"1,00 €",0.06kg,"(16,67 € per quilo)"
5903,Alimentació,Rebosteria i llaminadures,Postres preparats,Llevat,-,ROYAL Llevat,"1,85 €",0.08kg,"(23,13 € per quilo)"
5904,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,VAHINE Perletes de xocolata negra,"2,05 €",0.1kg,"(20,50 € per quilo)"
5905,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,VAHINE Vainilla ensucrada,"1,75 €",0.09kg,"(19,44 € per quilo)"
5906,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,VAHINE Colorants alimentaris,"2,15 €",3 x 1 per paquet,"(0,72 € per article)"
5907,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,DR. OETKER Aroma de vainilla,"1,99 €",4 per paquet,"(0,50 € per article)"
5908,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,SWEET BAKERY Fideus de xocolata,"1,49 €",0.075kg,"(19,87 € per quilo)"
5909,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,VAHINE Aroma de vainilla,"3,45 €",0.2L,"(17,25 € per litre)"
5910,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,BORN Taronja confitada,"1,99 €",0.15kg,"(13,27 € per quilo)"
5911,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,HELIOS Cireres en almívar,"1,25 €",0.09kg,"(13,89 € per quilo)"
5912,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,DR. OETKER Colorant per a postres,"2,95 €",4 per paquet,"(0,74 € per article)"
5913,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,DR. OETKER Ametlla en làmines,"3,45 €",0.125kg,"(27,60 € per quilo)"
5914,NULL,NULL,NULL,NULL,NULL,PRODUCTE NO OBTINGUT,NULL,NULL,NULL
5915,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,DR. OETKER Xocolata negra per a cobertura,"1,85 €",0.1kg,"(18,50 € per quilo)"
5916,Alimentació,Rebosteria i llaminadures,Postres preparats,Decoració de postres,-,HOME SWEET BAK. Decoració boletes de xocolata,"1,69 €",0.065kg,"(26,00 € per quilo)"
